126;1561724070;1
245;1561724070;1
4100;1561724070;1
21837;1561724070;1
20559;1561724070;1
1405;1561724070;1
117;1561724070;1
245;1561724070;1
26727;1561724070;1
1076;1561724070;1
8871;1561724070;0
4463;1561724070;1
1274;1561724070;1
56513;1561724070;1
40478;1561724070;1
60137;1561724070;1
264;1561724070;1
1329;1561724070;1
79102;1561724070;1
28654;1561724070;1
1386;1561724070;0
4;1561724478;0
1;1561724478;0
2;1561724478;0
28;1561724478;0
11617;1561724478;1
9846;1561724478;0
131277;1561724478;1
40;1561724478;0
68;1561724478;0
54;1561724478;1
13265;1561724478;0
0;1561724478;0
179;1561724478;0
451;1561724478;0
397;1561724478;0
197;1561724478;0
172;1561724478;0
182;1561724478;1
72068;1561724478;1
9435;1561724478;1
2270;1561724478;1
2523;1561724478;0
335;1561724478;1
597;1561724478;1
2441;1561724478;0
2071;1561724478;0
334;1561724478;0
156;1561724478;0
8148;1561724478;1
26;1561724478;0
313;1561724478;1
172;1561724478;0
708;1561724478;1
90862;1561724478;1
324;1561724478;1
1495;1561724478;1
19526;1561724478;0
2156;1561724478;1
506;1561724478;0
691;1561724478;0
14;1561724478;1
20445;1561724478;0
6242;1561724478;0
2769;1561724478;0
7;1561724478;1
1193;1561724478;1
244;1561724478;0
88;1561724478;1
245;1561724478;1
75972;1561724478;1
13;1561724546;1
0;1561724546;0
0;1561724546;0
15;1561724546;0
0;1561724546;0
0;1561724546;0
0;1561724546;0
3;1561724546;1
124;1561724546;0
14;1561724546;1
1916;1561724546;0
5004;1561724546;1
106;1561724546;0
0;1561724546;0
8;1561724546;1
0;1561724546;0
5;1561724546;1
1;1561724546;0
372;1561724546;1
311;1561724546;0
0;1561724546;0
60;1561724546;0
3;1561724546;1
1;1561724546;0
0;1561724546;0
10;1561724546;0
0;1561724546;0
23;1561724546;0
60;1561724546;0
1;1561724546;0
2;1561724546;0
11;1561724546;0
0;1561724546;0
27;1561724546;0
4;1561724546;0
1268;1561724546;0
7;1561724546;0
6;1561724546;0
382;1561724546;0
14525;1561724546;1
13;1561724546;0
39;1561724546;0
79;1561724546;0
8;1561724546;1
0;1561724546;0
1;1561724552;0
11214;1561724552;0
65;1561724552;0
68;1561724552;0
2;1561724552;1
0;1561724552;0
1;1561724552;0
0;1561724552;0
256;1561724552;1
48478;1561724552;1
27;1561724552;1
36;1561724552;0
1557;1561724552;1
2060;1561724552;0
6709;1561724552;0
2;1561724552;0
2752;1561724552;0
11;1561724552;0
0;1561724552;0
15;1561724552;1
33;1561724552;0
0;1561724552;1
161;1561724552;1
1313;1561724552;0
108;1561724552;1
252;1561724552;0
68;1561724552;0
0;1561724552;0
78;1561724552;0
0;1561724552;0
355;1561724552;0
1312;1561724552;1
831;1561724552;1
123;1561724552;0
12;1561724552;1
69;1561724552;0
13;1561724552;0
0;1561724552;0
203;1561724552;1
53;1561724552;1
6;1561724552;0
17;1561724552;1
1;1561724552;0
0;1561724552;0
0;1561724566;0
103;1561724566;0
4;1561724566;0
0;1561724566;0
4125;1561724566;0
2;1561724566;0
0;1561724566;0
1;1561724566;0
0;1561724566;0
5;1561724566;0
1;1561724566;1
22;1561724566;0
10456;1561724566;1
6;1561724566;0
0;1561724566;1
0;1561724566;1
2517;1561724566;0
5;1561724566;0
2;1561724566;0
686;1561724566;0
0;1561724566;0
15;1561724566;0
2163;1561724566;1
0;1561724566;1
10;1561724566;1
0;1561724566;0
0;1561724566;0
2;1561724566;0
0;1561724566;0
3;1561724566;0
5108;1561724566;0
550;1561724566;0
0;1561724566;0
3707;1561724566;0
0;1561724566;0
1651;1561724566;0
1;1561724566;0
4;1561724566;0
55;1561724566;0
68;1561724566;0
3963;1561724566;0
2;1561724673;0
6;1561724673;1
1;1561724673;1
98;1561724727;0
137;1561724727;0
1608;1561724727;1
93;1561724727;1
104;1561724727;0
8;1561724727;1
1;1561724727;0
32;1561724727;0
171;1561724727;1
36;1561724727;0
5;1561724727;0
4304;1561724727;0
8;1561724727;1
26;1561724727;0
1069;1561724727;0
49;1561724727;0
1;1561724727;0
1;1561724727;0
2;1561724727;0
18;1561724727;0
112;1561724727;0
0;1561724727;1
64;1561724727;1
27;1561724727;1
0;1561724727;0
130;1561724727;1
0;1561724727;0
82;1561724727;0
0;1561724727;0
6;1561724727;0
16;1561724727;0
1;1561724727;1
1;1561724727;0
2638;1561724727;0
1;1561724727;0
21;1561724727;0
1;1561724727;0
68;1561724727;0
12;1561724727;0
580;1561725759;0
163;1561725759;0
0;1561725759;0
217;1561725759;0
2390;1561725759;0
0;1561725759;0
667;1561725759;0
4;1561725759;0
6;1561725759;1
6;1561725759;0
1;1561725759;0
12;1561725759;0
77;1561725759;0
0;1561725759;1
12;1561725759;0
0;1561725759;0
79040;1561725759;0
24800;1561725759;0
0;1561725759;0
20;1561725759;0
86;1561725759;1
0;1561725759;0
551;1561725759;0
68;1561725759;0
19;1561725759;0
5;1561725759;0
0;1561725759;0
0;1561725770;1
40;1561725770;0
0;1561725770;0
92;1561725770;1
0;1561725770;0
2684;1561725770;0
0;1561725770;0
3457;1561725770;1
104;1561725770;0
112;1561725770;0
20;1561725770;0
7;1561725770;0
34;1561725770;1
61;1561725770;0
654;1561725770;1
0;1561725770;1
0;1561725770;0
0;1561725770;1
20;1561725770;0
520;1561725770;0
151;1561725770;1
0;1561725770;0
535;1561725770;0
290;1561725770;0
467;1561725770;0
0;1561725770;0
300;1561725770;0
0;1561725770;0
0;1561725797;0
152;1561725797;0
85;1561725797;1
7;1561725797;1
2025;1561725797;0
2;1561725797;0
13;1561725797;0
3;1561725797;0
27;1561725797;0
599;1561725797;0
2943;1561725797;1
83;1561725797;0
5;1561725797;0
187;1561725797;0
358;1561725797;0
0;1561725797;0
0;1561725797;0
4808;1561725797;0
3;1561725797;1
6394;1561725797;0
187;1561725797;0
10;1561725797;0
323;1561725797;0
4045;1561725797;0
14;1561725797;0
104;1561725846;0
1;1561725846;0
2;1561725846;1
81;1561725846;1
10;1561725846;0
132;1561725846;0
53;1561725846;0
192;1561725846;1
462;1561725846;0
76;1561725846;1
6;1561725846;0
1257;1561725846;0
325;1561725846;0
119;1561725859;1
147;1561725859;1
43;1561725859;0
10;1561725859;0
12451;1561725859;0
40;1561725859;0
348;1561725859;0
1090;1561725859;0
8;1561725859;1
102;1561725859;0
318;1561725859;1
10;1561725859;0
63;1561725859;1
1583;1561725859;0
310;1561725859;1
193;1561725859;0
193;1561725859;1
32;1561725859;0
17;1561725859;0
23;1561725859;0
72;1561725859;0
5;1561725859;0
6;1561725859;0
2;1561725859;0
10;1561725859;0
0;1561725859;0
420;1561725859;1
21;1561725859;0
1776;1561726450;0
4;1561726450;0
0;1561726450;0
101;1561726450;1
2;1561726450;0
1;1561726450;0
0;1561726450;0
18;1561726450;0
2;1561726450;0
0;1561726450;0
0;1561726450;0
107;1561726450;0
2;1561726450;1
275;1561726450;1
2;1561726450;0
0;1561726450;0
30;1561726450;1
0;1561726450;1
1;1561726450;0
0;1561726450;1
5;1561726450;0
0;1561726450;0
2;1561726450;0
1;1561726450;0
2;1561726696;0
1;1561726696;0
33;1561726696;0
2635;1561726696;0
1456;1561726696;0
10790;1561726696;1
8868;1561726696;1
682;1561726733;0
1757;1561726733;0
13443;1561727294;1
35;1561727306;0
33840;1569355981;1
13623;1581190762;1
25060;1584636754;1
27312;1584938179;1
11969;1586875705;1
480;1587727758;0
500;1588865690;0
3000;1589237609;0
3323;1589237706;0
1523;1589237811;1
750;1590006652;0
59982;1590012361;0
28598;1590078477;0
5629;1590438626;0
480;1590697380;0
3637;1591479804;0
6075;1592088885;0
4353;1594536074;0
25034;1594846209;0
4880;1594933453;0
1500;1594979303;0
2250;1595071380;0
19;1595239554;0
4000;1596987192;1
1000;1597636895;0
70101;1598134251;0
3974;1599223224;0
1000;1599409897;0
1287;1600659636;0
13058;1600726886;0
2575;1600750189;0
1288;1600750331;1
500;1601206413;0
1287;1601406417;0
1285;1601667868;0
15796;1602097763;0
1861;1602154609;0
3160;1602495885;0
600;1602553441;0
500;1603421040;0
4602;1603703053;0
500;1604330382;0
10554;1604632241;0
80;1606582794;0
8258;1606862488;0
1000;1606954172;0
0;1607140110;0
500;1607632210;0
7475;1610861078;0
501;1611067277;0
500;1611795981;0
1441;1611970311;0
2500;1612607016;0
500;1613600395;0
0;1613600395;0
500;1614237234;0
500;1614634864;0
500;1614895417;0
3524;1615234166;0
500;1615380474;0