delegateKey,shares,loot,kicked,jailed,tokenTribute,didRagequit,memberAddress,exists,createdAt,isDao,isSafeMinion
"0xf8a685702347377e396486967399f33c6c0c0a29","700000","0","false","","840000000000000000000","true","0xf8a685702347377e396486967399f33c6c0c0a29","true","1589824929","",""
"0xa2e3bdae9569c89b13cd4407a87fd063253b84f8","700000","0","false","","840000000000000000000","false","0xa2e3bdae9569c89b13cd4407a87fd063253b84f8","true","1597234381","",""
"0xe164644e1e8bb14ba8aa19be1b78ec6cf22f7ca8","600000","0","false","","341377475689866458036","false","0xd24ff5e32de12be154b1c2ee7b731cbc45540e50","true","1593617573","",""
"0x2afb58a22e7d3c241ab7b9a1f68b9e8e74ec9d68","500000","0","false","","609320000000000000000","false","0x2afb58a22e7d3c241ab7b9a1f68b9e8e74ec9d68","true","1594319608","",""
"0xc4b000efc4c5622aa43065190bbf4b3ae133fd3f","400000","0","false","","507960000000000000000","false","0xc4b000efc4c5622aa43065190bbf4b3ae133fd3f","true","1594319427","",""
"0x407d1349a1179472c29dc58431ce9bfca3f5fecd","400000","0","false","","489320000000000000000","false","0x407d1349a1179472c29dc58431ce9bfca3f5fecd","true","1589825018","",""
"0x891bad61014e35395474a260b58bb6df4fd8991b","300000","0","false","","360000000000000000000","false","0x891bad61014e35395474a260b58bb6df4fd8991b","true","1597394203","",""
"0x5d89cc281c3f45433d93a33e1c64958b61bbef7b","300000","0","false","","0","false","0x5d89cc281c3f45433d93a33e1c64958b61bbef7b","true","1651607221","",""
"0xf5fb27b912d987b5b6e02a1b1be0c1f0740e2c6f","200000","0","false","","240000000000000000000","false","0xf5fb27b912d987b5b6e02a1b1be0c1f0740e2c6f","true","1597394557","",""
"0xd6f28bd94d1edefdf8fde8f6f10094fef7e590c0","200000","0","false","","240000000000000000000","false","0xd6f28bd94d1edefdf8fde8f6f10094fef7e590c0","true","1597133381","",""
"0xc3856d975e400f7f82391fdf652885edcdb6d116","200000","0","false","","258640000000000000000","false","0xc3856d975e400f7f82391fdf652885edcdb6d116","true","1598896603","",""
"0xbe255852c4301d6392fb1d65003b7a0e0ef6e6b0","200000","0","false","","240000000000000000000","false","0xbe255852c4301d6392fb1d65003b7a0e0ef6e6b0","true","1592916024","",""
"0x830ee29452f01ae4302bdde2ec6411604634e006","200000","0","false","","240000000000000000000","false","0x830ee29452f01ae4302bdde2ec6411604634e006","true","1589825195","",""
"0x65cab6ff147945c52346d3930cff10f1703fbe21","200000","0","false","","240000000000000000000","false","0x65cab6ff147945c52346d3930cff10f1703fbe21","true","1589825149","",""
"0x1d12d09793daf5eb834c8d29eb6a039c32b73813","200000","0","false","","240000000000000000000","false","0x607dbcc8f8a502493fad2ead62e21c8fcc2e23c5","true","1596111554","",""
"0x292d76ef68931cda7c2fb2b580df263dca3d9b9b","200000","0","false","","240000000000000000000","false","0x292d76ef68931cda7c2fb2b580df263dca3d9b9b","true","1597133523","",""
"0xde6ab16a4015c680daab58021815d09ddb57db8e","100001","0","false","","120000000000000000000","false","0xde6ab16a4015c680daab58021815d09ddb57db8e","true","1588000270","",""
"0xe83c750b2708320bb134796c555b80df39a3d97b","100000","0","false","","310000000000000000000","false","0xe83c750b2708320bb134796c555b80df39a3d97b","true","1615436209","",""
"0xe1a3435b683d863bcb6c8aa093de08ed0557ee99","100000","0","false","","120000000000000000000","false","0xe1a3435b683d863bcb6c8aa093de08ed0557ee99","true","1589825157","",""
"0xcf1145c0578b139c5699e1a0995b06bb7592d5d1","100000","0","false","","0","false","0xd9974e061286b892eb099d8677cb824a6aa3f6b8","true","1634201460","",""
"0xd890b3d16e868aa709dee581c7db0dce651e6f4d","100000","0","false","","120000000000000000000","false","0xd890b3d16e868aa709dee581c7db0dce651e6f4d","true","1597646979","",""
"0xd310a932cb1db29cdeff5a7b6fc34ac7b4f0ed8c","100000","0","false","","129320000000000000000","false","0xd310a932cb1db29cdeff5a7b6fc34ac7b4f0ed8c","true","1599124477","",""
"0xbf84a11fcdccb9c6ade93e9e65f30c8231e3e3f8","100000","0","false","","120000000000000000000","false","0xbf84a11fcdccb9c6ade93e9e65f30c8231e3e3f8","true","1589824583","",""
"0xbf7db386ba18184b91d2b98e13f25ddebc096f1c","100000","0","false","","120000000000000000000","false","0xbf7db386ba18184b91d2b98e13f25ddebc096f1c","true","1589824670","",""
"0xbd4eb0295468c80725017f74113f5aebbd6e8d12","100000","0","false","","0","false","0xbd4eb0295468c80725017f74113f5aebbd6e8d12","true","1634201636","",""
"0xaedcc0c4e765ad686212ce62694c463f38258cd3","100000","0","false","","0","false","0xaedcc0c4e765ad686212ce62694c463f38258cd3","true","1651650272","",""
"0x1bb8748c0ebb08d66eab135f36db65f6a9ae3481","100000","0","false","","310000000000000000000","false","0xae92ef09313a6229b51e90507b9ef40ec35101a2","true","1615436389","",""
"0xa83c572c8072f3b11562f08b89d4f3077682acdb","100000","0","false","","129320000000000000000","false","0xa83c572c8072f3b11562f08b89d4f3077682acdb","true","1599123364","",""
"0xa5a35f3ba4f0e4c74669e17491c6681a7108dd33","100000","0","false","","120000000000000000000","false","0xa5a35f3ba4f0e4c74669e17491c6681a7108dd33","true","1596699826","",""
"0xfda48a2ca7b129d6124c66ff0585aecddf0fe366","100000","0","false","","129320000000000000000","false","0xa0f75491720835b36edc92d06ddc468d201e9b73","true","1599115624","",""
"0x751c84cdb89d06552f94d8b0bbadcace5b8d1e6b","100000","0","false","","120000000000000000000","false","0x9b17d8020abd4077e0be12e5faa6e936ac53008d","true","1589825278","",""
"0xffb032e27b70dfad518753baaa77040f64df9840","100000","0","false","","310000000000000000000","false","0x9600a9156f048b78f6a6622068961dc2188b5462","true","1617270506","",""
"0xdc1444155445dd2aa6633b8ddbcb5da5dfd06a83","100000","0","false","","120000000000000000000","false","0x8c991297440a79358bd864902e704ecc815eac81","true","1597342873","",""
"0x7ff9d98cf5f4456e31f1126e994f1fe09684c260","100000","0","false","","120000000000000000000","false","0x7ff9d98cf5f4456e31f1126e994f1fe09684c260","true","1591797121","",""
"0x7b3b6bbf86aafcf4c4863ce694a512f4b620c796","100000","0","false","","129320000000000000000","false","0x7b3b6bbf86aafcf4c4863ce694a512f4b620c796","true","1599123463","",""
"0x7a9a568ba107ae35c31e7fda6b99ceddde1e625b","100000","0","false","","120000000000000000000","false","0x7a9a568ba107ae35c31e7fda6b99ceddde1e625b","true","1592293203","",""
"0x1baedfe6c533465ad302e9f17270fe0fc641eeb3","100000","0","false","","120000000000000000000","false","0x75afaece8cf2a7974b1e541648923afd9339b3f8","true","1591797163","",""
"0x750c31d2290c456fcca1c659b6add80e7a88f881","100000","0","false","","120000000000000000000","false","0x750c31d2290c456fcca1c659b6add80e7a88f881","true","1598452291","",""
"0x725e7ee0fddebfd1c2ee57096f7e9f841cdd44f9","100000","0","false","","120000000000000000000","false","0x725e7ee0fddebfd1c2ee57096f7e9f841cdd44f9","true","1589825106","",""
"0x6ef2376fa6e12dabb3a3ed0fb44e4ff29847af68","100000","0","false","","310000000000000000000","false","0x6ef2376fa6e12dabb3a3ed0fb44e4ff29847af68","true","1609874600","",""
"0x6d9aba400a2a487a5fb76c6d56518835553cd284","100000","0","false","","120000000000000000000","false","0x6d9aba400a2a487a5fb76c6d56518835553cd284","true","1589825174","",""
"0x6ad05aa9d4d1e619e8202a78956ae96efc4110b6","100000","0","false","","129320000000000000000","false","0x6ad05aa9d4d1e619e8202a78956ae96efc4110b6","true","1598536785","",""
"0x6a94c2b62f79cb301a720e5fdbeadd5f60260a04","100000","0","false","","310000000000000000000","false","0x6a94c2b62f79cb301a720e5fdbeadd5f60260a04","true","1622590945","",""
"0x66d0aebbb43f867def1c2b9eec0d602e7d456b08","100000","0","false","","310000000000000000000","false","0x66d0aebbb43f867def1c2b9eec0d602e7d456b08","true","1615436496","",""
"0x638106098f46f8eded646e86bb288c7d19cd6d67","100000","0","false","","249320000000000000000","true","0x638106098f46f8eded646e86bb288c7d19cd6d67","true","1597343006","",""
"0x62e2f894964197a2458d8e8276e43450e9f5b885","100000","0","false","","120000000000000000000","false","0x62e2f894964197a2458d8e8276e43450e9f5b885","true","1589824612","",""
"0x5d76a92b7cb9e1a81b8eb8c16468f1155b2f64f4","100000","0","false","","120000000000000000000","false","0x5d76a92b7cb9e1a81b8eb8c16468f1155b2f64f4","true","1598252895","",""
"0x5c8238ca05ab54c5177b1205414642ce95238ac5","100000","0","false","","120000000000000000000","false","0x5c8238ca05ab54c5177b1205414642ce95238ac5","true","1594797837","",""
"0x5bcfbbe06d2de987d185ac1c0a17f98db028ee45","100000","0","false","","120000000000000000000","false","0x5bcfbbe06d2de987d185ac1c0a17f98db028ee45","true","1589824718","",""
"0x512e07a093aaa20ba288392eadf03838c7a4e522","100000","0","false","","120000000000000000000","false","0x512e07a093aaa20ba288392eadf03838c7a4e522","true","1589825046","",""
"0x4f567a2f63466973592ac94ea09ce59d02b00f24","100000","0","false","","120000000000000000000","false","0x4f567a2f63466973592ac94ea09ce59d02b00f24","true","1589824862","",""
"0x4cb2ccbf80ddf2c12f8199b75c849cfa658ba9b5","100000","0","false","","120000000000000000000","false","0x4cb2ccbf80ddf2c12f8199b75c849cfa658ba9b5","true","1589825249","",""
"0x46a968f38f2ef98eb51cc8c8a2c641fd47042964","100000","0","false","","120000000000000000000","false","0x46a968f38f2ef98eb51cc8c8a2c641fd47042964","true","1589825094","",""
"0x3d2db55e5dcdfb4ea7b2180f3f7bfe8255a8df49","100000","0","false","","129320000000000000000","false","0x3d2db55e5dcdfb4ea7b2180f3f7bfe8255a8df49","true","1599123128","",""
"0x3c44ccfae554eb4a15041217203c61bf068d6c33","100000","0","false","","120000000000000000000","false","0x3c44ccfae554eb4a15041217203c61bf068d6c33","true","1591906538","",""
"0x37d63956b91e1c1552df0b776a34ef5725a40598","100000","0","false","","0","false","0x37d63956b91e1c1552df0b776a34ef5725a40598","true","1648582574","",""
"0x2e160bca6767ca5b39a9e95510df8fe5211362e6","100000","0","false","","120000000000000000000","false","0x2e160bca6767ca5b39a9e95510df8fe5211362e6","true","1589825333","",""
"0x2d2d2a1f9bfda0d2364b4d517f862e52fefc2703","100000","0","false","","310000000000000000000","false","0x2d2d2a1f9bfda0d2364b4d517f862e52fefc2703","true","1609276634","",""
"0x21a1f8c3eaae5014c9564ab77a1b2a207c9e4631","100000","0","false","","129320000000000000000","false","0x21a1f8c3eaae5014c9564ab77a1b2a207c9e4631","true","1598600541","",""
"0x1b10dc8e54007ac01fd522745e03073ef2f10b22","100000","0","false","","129320000000000000000","false","0x1b10dc8e54007ac01fd522745e03073ef2f10b22","true","1599121363","",""
"0x193bd90b68eb1df24d9c52d78960717b5e2ec9bb","100000","0","false","","120000000000000000000","false","0x193bd90b68eb1df24d9c52d78960717b5e2ec9bb","true","1589825462","",""
"0x149592af062ff58bc35b6fdd98831dcf2b939932","100000","0","false","","120000000000000000000","false","0x149592af062ff58bc35b6fdd98831dcf2b939932","true","1589824909","",""
"0x13575f5a3f83cd8608d0b0f5dbf299f0955b1a13","100000","0","false","","0","false","0x13575f5a3f83cd8608d0b0f5dbf299f0955b1a13","true","1644347622","",""
"0x0dcba01c148bdfcc64eff213d60e16a0e53bbae4","100000","0","false","","0","false","0x0dcba01c148bdfcc64eff213d60e16a0e53bbae4","true","1656402138","",""
"0xcf6165e56c3383978f6eaaf58b314af41569c0f0","100000","0","false","","120000000000000000000","false","0x0db737faac55c104e2cca99e982ce8658cabbcc8","true","1589824518","",""
"0x082275c1fec5e8ec22b611bcb41a130d556b2151","100000","0","false","","310000000000000000000","false","0x082275c1fec5e8ec22b611bcb41a130d556b2151","true","1613133451","",""
"0x06601571aa9d3e8f5f7cdd5b993192618964bab5","100000","0","false","","120000000000000000000","false","0x06601571aa9d3e8f5f7cdd5b993192618964bab5","true","1590148600","",""
"0x002b254abdcef1f9af4e56f0e9776bc1feea1edc","100000","0","false","","240000000000000000000","true","0x03b8e0ab5505fad9c62c70806e8277b56d006937","true","1593714563","",""
"0x0033aade458d0b39ce0b1ba2581859f2d5855555","100000","0","false","","129320000000000000000","false","0x0033aade458d0b39ce0b1ba2581859f2d5855555","true","1599122794","",""
"0x82b4171af4f5cf6bc162af6ec8c2bf692f1ef962","1","0","false","","0","false","0x82b4171af4f5cf6bc162af6ec8c2bf692f1ef962","true","1601575778","",""
"0x724c65b77a78ccc258a523ede766924be48ab3f6","1","0","false","","0","false","0x724c65b77a78ccc258a523ede766924be48ab3f6","true","1609276680","",""